rdf-schema#label,birthDate,birthYear,deathDate,occupation_label,occupation,Occupation_g,Actor,Politician,Athlete,deathCause_label,deathCause,Cause_of_Death_cat,title
Luis Gonzales,1928-08-10,1928-01-01T00:00:00+02:00,2012-03-15,{Actor|Luis_Gonzales__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Luis_Gonzales__1},['actor'],True,False,False,,,,
Malachi Throne,1928-12-01,1928-01-01T00:00:00+02:00,2013-03-13,{Actor|Malachi_Throne__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Malachi_Throne__1},['actor'],True,False,False,,,,
Malcolm MacLeod (politician),1928-02-08,1928-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
Mamintal A.J. Tamano,1928-12-25,1928-01-01T00:00:00+02:00,1994-05-20,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,True,,,,
Guy Barnett (British politician),1928-08-23,1928-01-01T00:00:00+02:00,1986-12-24,,,['politician'],False,True,True,,,,
Halvar Björk,1928-09-22,1928-01-01T00:00:00+02:00,2000-11-12,{Actor|Halvar_Bj%C3%B6rk__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Halvar_Bj%C3%B6rk__1},['actor'],True,False,False,Lung cancer,http://dbpedia.org/resource/Lung_cancer,Disease,
Witness Mangwende,{1928-09-29|1946-08-15},1946-01-01T00:00:00+02:00,2005-02-26,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,True,,,,
Wojciech Siemion,1928-07-30,1928-01-01T00:00:00+02:00,2010-04-24,{Actor|Wojciech_Siemion__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Wojciech_Siemion__1},['actor'],True,False,False,,,,
Wong Tin-lam,1928-09-11,1928-01-01T00:00:00+02:00,2010-11-16,{Actor|Film director|Screenwriter|Film producer},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Film_producer},['actor'],True,False,False,,,,
Yury Yakovlev,1928-04-25,1928-01-01T00:00:00+02:00,2013-11-30,{Actor|Yury_Yakovlev__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Yury_Yakovlev__1},['actor'],True,False,False,,,,
Zainal Abidin (actor),1928-08-31,1928-01-01T00:00:00+02:00,2000-01-07,Zainal_Abidin_(actor)__1,http://dbpedia.org/resource/Zainal_Abidin_(actor)__1,['actor'],True,False,False,,,,
Frederick Jaeger,1928-05-29,1928-01-01T00:00:00+02:00,2004-06-18,{Actor|Frederick_Jaeger__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Frederick_Jaeger__1},['actor'],True,False,False,,,,
Frederick Stafford,1928-03-11,1928-01-01T00:00:00+02:00,1979-07-28,{Actor|Frederick_Stafford__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Frederick_Stafford__1},['actor'],True,False,False,,,,
Gene Taylor (Missouri politician),1928-02-10,1928-01-01T00:00:00+02:00,1998-10-27,,,['politician'],False,True,True,,,,
Patrick Norton (Irish politician),1928-01-01T00:00:00+02:00,1928-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
Patrick O'Flaherty (politician),1928-12-21,1928-01-01T00:00:00+02:00,1989-03-11,,,['politician'],False,True,True,,,,
Paul Simon (politician),1928-11-29,1928-01-01T00:00:00+02:00,2003-12-09,,,['politician'],False,True,True,,,,
Peter Byrne (actor),1928-01-29,1928-01-01T00:00:00+02:00,,{Actor|Theatre director|Peter_Byrne_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Theatre_director|http://dbpedia.org/resource/Peter_Byrne_(actor)__1},['actor'],True,False,False,,,,
Peter Jackson (politician),1928-10-14,1928-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
Peter Milton (politician),1928-09-22,1928-01-01T00:00:00+02:00,2009-08-08,Registrar (education),http://dbpedia.org/resource/Registrar_(education),['politician'],False,True,True,,,,
Dianne Foster,1928-10-31,1928-01-01T00:00:00+02:00,,{Actor|Dianne_Foster__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Dianne_Foster__1},['actor'],True,False,False,,,,
Dick Clark (senator),1928-09-14,1928-01-01T00:00:00+02:00,,,,"['senator', 'politician']",False,True,True,,,,
Dick Van Patten,1928-12-09,1928-01-01T00:00:00+02:00,,{Actor|Dick_Van_Patten__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Dick_Van_Patten__1},['actor'],True,False,False,,,,
Dilys Hamlett,1928-03-31,1928-01-01T00:00:00+02:00,{2002-07-07|2002-11-07},{Actor|Dilys_Hamlett__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Dilys_Hamlett__1},['actor'],True,False,False,,,,
Domenico Modugno,1928-01-09,1928-01-01T00:00:00+02:00,1994-08-06,{Actor|Singer-songwriter|Film producer},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singer-songwriter|http://dbpedia.org/resource/Film_producer},"['actor', 'sing', 'songwriter']",True,False,False,,,,
Donald Davis (actor),1928-02-26,1928-01-01T00:00:00+02:00,1998-01-23,,,['actor'],True,False,False,,,,
Doug Jennings (politician),1928-10-30,1928-01-01T00:00:00+02:00,1987-04-09,,,['politician'],False,True,True,,,,
Douglas Rain,1928-01-01T00:00:00+02:00,1928-01-01T00:00:00+02:00,,{Actor|Douglas_Rain__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Douglas_Rain__1},['actor'],True,False,False,,,,
Roger White (politician),1928-06-01,1928-01-01T00:00:00+02:00,2000-02-16,,,['politician'],False,True,True,,,,
Romeo Muller,1928-08-07,1928-01-01T00:00:00+02:00,1992-12-30,{Actor|Screenwriter|Romeo_Muller__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Romeo_Muller__1},['actor'],True,False,False,,,,
Ronald Lewis (actor),1928-12-11,1928-01-01T00:00:00+02:00,1982-01-11,,,['actor'],True,False,False,,,,
Roy Bailey (politician),1928-12-16,1928-01-01T00:00:00+02:00,,{Farmer|Teacher},{http://dbpedia.org/resource/Farmer|http://dbpedia.org/resource/Teacher},['politician'],False,True,True,,,,
Søren Elung Jensen,1928-07-07,1928-01-01T00:00:00+02:00,,{Actor|S%C3%B8ren_Elung_Jensen__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/S%C3%B8ren_Elung_Jensen__1},['actor'],True,False,False,,,,
Miangul Aurangzeb,{1928-01-01T00:00:00+02:00|1928-05-28},1928-01-01T00:00:00+02:00,,{Politician|Statesman},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Statesman},['politician'],False,True,True,,,,
Michael Bryant (actor),1928-04-05,1928-01-01T00:00:00+02:00,2002-04-25,Michael_Bryant_(actor)__1,http://dbpedia.org/resource/Michael_Bryant_(actor)__1,['actor'],True,False,False,,,,
Michael Craig (actor),1928-01-27,1928-01-01T00:00:00+02:00,,{Actor|Michael_Craig_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Michael_Craig_(actor)__1},['actor'],True,False,False,,,,
Michael Currie (actor),1928-07-24,1928-01-01T00:00:00+02:00,2009-12-22,Michael_Currie_(actor)__1,http://dbpedia.org/resource/Michael_Currie_(actor)__1,['actor'],True,False,False,,,,
Michael Harrington,1928-02-24,1928-01-01T00:00:00+02:00,1989-07-31,{Author|Politician},{http://dbpedia.org/resource/Author|http://dbpedia.org/resource/Politician},['politician'],False,True,True,,,,
Michael Hawkins (British actor),1928-11-26,1928-01-01T00:00:00+02:00,,{Actor|Michael_Hawkins_(British_actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Michael_Hawkins_(British_actor)__1},['actor'],True,False,False,,,,
Michael McIntyre (politician),1928-01-01T00:00:00+02:00,1928-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
Mihael Montiljo,1928-05-16,1928-01-01T00:00:00+02:00,2006-12-17,{Lawyer|Politician|Activism},{http://dbpedia.org/resource/Lawyer|http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Activism},['politician'],False,True,True,,,,
Mike Morgan (actor),1928-01-01T00:00:00+02:00,1928-01-01T00:00:00+02:00,1958-06-05,,,['actor'],True,False,False,,,,
Tor Stokke,1928-08-23,1928-01-01T00:00:00+02:00,2003-06-13,{Actor|Tor_Stokke__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Tor_Stokke__1},['actor'],True,False,False,,,,
Valerie French (actress),1928-03-11,1928-01-01T00:00:00+02:00,1990-11-03,{Actor|Valerie_French_(actress)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Valerie_French_(actress)__1},['actor'],True,False,False,,,,
Sheila Bond,1928-03-16,1928-01-01T00:00:00+02:00,,{Actor|Sheila_Bond__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Sheila_Bond__1},['actor'],True,False,False,,,,
Sidney Kibrick,1928-07-02,1928-01-01T00:00:00+02:00,,{Actor|Sidney_Kibrick__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Sidney_Kibrick__1},['actor'],True,False,False,,,,
Hans Noever,1928-05-10,1928-01-01T00:00:00+02:00,,{Actor|Film director|Screenwriter|Hans_Noever__1|Hans_Noever__2|Hans_Noever__3},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Hans_Noever__1|http://dbpedia.org/resource/Hans_Noever__2|http://dbpedia.org/resource/Hans_Noever__3},['actor'],True,False,False,,,,
Harold O'Neill (politician),1928-10-12,1928-01-01T00:00:00+02:00,1983-10-30,,,['politician'],False,True,True,,,,
Harry Wüstenhagen,1928-01-11,1928-01-01T00:00:00+02:00,1999-12-11,{Actor|Harry_W%C3%BCstenhagen__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Harry_W%C3%BCstenhagen__1},['actor'],True,False,False,,,,
Heinz Baumann,1928-02-12,1928-01-01T00:00:00+02:00,,{Actor|Heinz_Baumann__1|Heinz_Baumann__2},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Heinz_Baumann__1|http://dbpedia.org/resource/Heinz_Baumann__2},['actor'],True,False,False,,,,
Heinz Lieven,1928-04-28,1928-01-01T00:00:00+02:00,,{Actor|Heinz_Lieven__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Heinz_Lieven__1},['actor'],True,False,False,,,,
Laurette Luez,1928-08-19,1928-01-01T00:00:00+02:00,1999-09-12,{Actor|Model (profession)|Laurette_Luez__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Laurette_Luez__1},['actor'],True,False,False,,,,
Laurie Kelly (politician),1928-11-05,1928-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
Marcel Bozzuffi,1928-10-28,1928-01-01T00:00:00+02:00,1988-02-02,{Actor|Marcel_Bozzuffi__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Marcel_Bozzuffi__1},['actor'],True,False,False,Stroke,http://dbpedia.org/resource/Stroke,Disease,
Marco Ferreri,1928-05-11,1928-01-01T00:00:00+02:00,1997-05-09,{Actor|Film director|Screenwriter|Marco_Ferreri__1|Marco_Ferreri__2},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Marco_Ferreri__1|http://dbpedia.org/resource/Marco_Ferreri__2},['actor'],True,False,False,,,,
Mark Eden,1928-02-14,1928-01-01T00:00:00+02:00,,{Actor|Mark_Eden__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Mark_Eden__1},['actor'],True,False,False,,,,
Marta Romero,1928-02-17,1928-01-01T00:00:00+02:00,2013-05-31,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,False,,,,
James Balfour (Canadian politician),1928-05-22,1928-01-01T00:00:00+02:00,1999-12-12,,,['politician'],False,True,True,,,,
James Elliott (actor),1928-06-11,1928-01-01T00:00:00+02:00,2011-02-12,James_Elliott_(actor)__1,http://dbpedia.org/resource/James_Elliott_(actor)__1,['actor'],True,False,False,,,,
James Luisi,{1928-11-02|1928-11-11},1928-01-01T00:00:00+02:00,2002-06-07,{Actor|James_Luisi__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/James_Luisi__1},['actor'],True,False,False,,,,
Jan Hendriks,1928-12-06,1928-01-01T00:00:00+02:00,1991-12-17,{Actor|Jan_Hendriks__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jan_Hendriks__1},['actor'],True,False,False,,,,
Ed Murray (Tennessee politician),1928-08-16,1928-01-01T00:00:00+02:00,2009-05-29,,,['politician'],False,True,True,,,,
Joe Conley,1928-03-03,1928-01-01T00:00:00+02:00,2013-07-07,{Actor|Joe_Conley__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Joe_Conley__1},['actor'],True,False,False,,,,
John Abineri,1928-05-18,1928-01-01T00:00:00+02:00,2000-06-29,{Actor|John_Abineri__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/John_Abineri__1},['actor'],True,False,False,,,,
John Bay,1928-11-30,1928-01-01T00:00:00+02:00,1982-11-07,{Actor|John_Bay__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/John_Bay__1},['actor'],True,False,False,Brain tumor,http://dbpedia.org/resource/Brain_tumor,,
John Bennett (actor),1928-05-08,1928-01-01T00:00:00+02:00,2005-04-11,John_Bennett_(actor)__1,http://dbpedia.org/resource/John_Bennett_(actor)__1,['actor'],True,False,False,,,,
John Collin (actor),1928-10-18,1928-01-01T00:00:00+02:00,1987-02-25,{Actor|John_Collin_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/John_Collin_(actor)__1},['actor'],True,False,False,,,,
John Conlan (Monaghan politician),1928-05-21,1928-01-01T00:00:00+02:00,2004-12-03,,,['politician'],False,True,True,,,,
John Forbes-Robertson (actor),1928-05-10,1928-01-01T00:00:00+02:00,2008-05-06,,,['actor'],True,False,False,,,,
John Lee (actor),1928-03-31,1928-01-01T00:00:00+02:00,2000-12-21,John_Lee_(actor)__1,http://dbpedia.org/resource/John_Lee_(actor)__1,['actor'],True,False,False,,,,
John Mason (Australian politician),1928-11-20,1928-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
John Matthews (Australian politician),1928-02-11,1928-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
Joyce Bryant,1928-10-14,1928-01-01T00:00:00+02:00,,{Dance|Music artist (occupation)|Actor|Singing|Activism},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Music_artist_(occupation)|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Activism},"['actor', 'sing']",True,False,False,,,,
Aubrey Woods,1928-04-09,1928-01-01T00:00:00+02:00,2013-05-07,{Actor|Aubrey_Woods__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Aubrey_Woods__1},['actor'],True,False,False,,,,
Barbara Nichols,{1928-12-10|1928-12-30},1928-01-01T00:00:00+02:00,1976-10-05,{Actor|Barbara_Nichols__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Barbara_Nichols__1},['actor'],True,False,False,,,,
Barbara Werle,1928-10-06,1928-01-01T00:00:00+02:00,2013-01-01,{Actor|Singing|Barbara_Werle__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Barbara_Werle__1},"['actor', 'sing']",True,False,False,,,,
Antonio Ozores,1928-08-24,1928-01-01T00:00:00+02:00,{2009-05-12|2010-05-12},{Actor|Antonio_Ozores__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Antonio_Ozores__1},['actor'],True,False,False,,,,
Arthur Davidson (politician),1928-11-07,1928-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
Orhan Boran,1928-06-30,1928-01-01T00:00:00+02:00,2012-05-26,{Actor|Orhan_Boran__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Orhan_Boran__1},['actor'],True,False,False,Multiple myeloma,http://dbpedia.org/resource/Multiple_myeloma,,
Paddy Dunne (politician),1928-11-03,1928-01-01T00:00:00+02:00,2006-07-20,,,['politician'],False,True,True,,,,
Paddy Power (Irish politician),1928-11-19,1928-01-01T00:00:00+02:00,2013-08-14,,,['politician'],False,True,True,,,,
Paola Mori,1928-09-18,1928-01-01T00:00:00+02:00,1986-08-12,{Actor|Paola_Mori__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Paola_Mori__1},['actor'],True,False,False,,,,
Raavu Balasaraswathi,{1928-08-28|1929-08-29},{1928-01-01T00:00:00+02:00|1929-01-01T00:00:00+02:00},,{Actor|Playback singer|Raavu_Balasaraswathi__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Playback_singer|http://dbpedia.org/resource/Raavu_Balasaraswathi__1},"['actor', 'sing']",True,False,False,,,,
Rafael Hernández (actor),1928-08-03,1928-01-01T00:00:00+02:00,1997-11-07,{Actor|Rafael_Hern%C3%A1ndez_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Rafael_Hern%C3%A1ndez_(actor)__1},['actor'],True,False,False,,,,
Rajanala Nageswara Rao,1928-01-01T00:00:00+02:00,1928-01-01T00:00:00+02:00,1959-01-01T00:00:00+02:00,{Actor|Rajanala_Nageswara_Rao__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Rajanala_Nageswara_Rao__1},['actor'],True,False,False,,,,
Rajkumar (actor),{1928-04-24|1929-04-24},{1928-01-01T00:00:00+02:00|1929-01-01T00:00:00+02:00},2006-04-12,Rajkumar_(actor)__1,http://dbpedia.org/resource/Rajkumar_(actor)__1,['actor'],True,False,False,,,,
Rajo Singh,1928-03-25,1928-01-01T00:00:00+02:00,{2005-01-01T00:00:00+02:00|2005-09-09},{Politician|Rajo_Singh__1},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Rajo_Singh__1},"['politician', 'sing']",False,True,True,,,,
Ralph Foody,1928-11-13,1928-01-01T00:00:00+02:00,1999-11-21,{Actor|Ralph_Foody__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ralph_Foody__1},['actor'],True,False,False,,,,
Ralph Hunt (politician),1928-03-31,1928-01-01T00:00:00+02:00,2011-05-22,,,['politician'],False,True,True,,,,
Ramkumar Bohra,1928-08-02,1928-01-01T00:00:00+02:00,{1991-10-11|1991-11-10},{Actor|Film director|Screenwriter|Film producer|Ramkumar_Bohra__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Film_producer|http://dbpedia.org/resource/Ramkumar_Bohra__1},['actor'],True,False,False,,,,
Rance Howard,1928-11-17,1928-01-01T00:00:00+02:00,,{Actor|Rance_Howard__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Rance_Howard__1},['actor'],True,False,False,,,,
Ray MacDonnell,1928-03-05,1928-01-01T00:00:00+02:00,,{Actor|Ray_MacDonnell__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ray_MacDonnell__1},['actor'],True,False,False,,,,
Ray Powell (politician),1928-06-19,1928-01-01T00:00:00+02:00,2001-12-07,,,['politician'],False,True,True,,,,
Piet Römer,1928-04-02,1928-01-01T00:00:00+02:00,{2011-01-17|2012-01-17},{Actor|Piet_R%C3%B6mer__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Piet_R%C3%B6mer__1},['actor'],True,False,False,,,,
Al Lettieri,1928-02-24,1928-01-01T00:00:00+02:00,1975-10-18,{Actor|Al_Lettieri__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Al_Lettieri__1},['actor'],True,False,False,,,,
Alan Rafkin,1928-07-23,1928-01-01T00:00:00+02:00,2001-08-06,{Television director|Television producer|Actor|Alan_Rafkin__1},{http://dbpedia.org/resource/Television_director|http://dbpedia.org/resource/Television_producer|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Alan_Rafkin__1},['actor'],True,False,False,,,,
Aleksey Batalov,1928-11-20,1928-01-01T00:00:00+02:00,,{Actor|Film director|Aleksey_Batalov__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Aleksey_Batalov__1},['actor'],True,False,False,,,,
Richard Christiansen (politician),1928-08-21,1928-01-01T00:00:00+02:00,2001-11-10,,,['politician'],False,True,True,,,,
Richard Stone (politician),1928-09-22,1928-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
Robert Coates (politician),1928-03-10,1928-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
Robert Lansing (actor),1928-06-05,1928-01-01T00:00:00+02:00,1994-10-23,{Actor|Robert_Lansing_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Robert_Lansing_(actor)__1},"['actor', 'sing']",True,False,False,Cancer,http://dbpedia.org/resource/Cancer,Disease,
Robert Nixon (politician),1928-07-17,1928-01-01T00:00:00+02:00,,,,['politician'],False,True,True,,,,
Stuart Whitman,1928-02-01,1928-01-01T00:00:00+02:00,,{Actor|Stuart_Whitman__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Stuart_Whitman__1},['actor'],True,False,False,,,,
