rdf-schema#label,birthDate,birthYear,occupation_label,occupation,Occupation_g,Actor,Politician,deathDate,title
Christopher Clyde-Green,1986-03-31,1986-01-01T00:00:00+02:00,{Actor|Musician|Christopher_Clyde-Green__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Christopher_Clyde-Green__1},"['actor', 'musician']",True,False,,
Cilla Kung,1986-07-22,1986-01-01T00:00:00+02:00,{Actor|Model (profession)},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)},['actor'],True,False,,
Cindy Yen,1986-11-14,1986-01-01T00:00:00+02:00,{Dance|Actor|Record producer|Singing|Songwriter|Composer},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Record_producer|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Songwriter|http://dbpedia.org/resource/Composer},"['actor', 'sing', 'songwriter']",True,False,,
Sakura Ando,1986-02-18,1986-01-01T00:00:00+02:00,{Actor|Sakura_Ando__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Sakura_Ando__1},['actor'],True,False,,
Sanjana Singh,{1986-01-01T00:00:00+02:00|1986-02-23},1986-01-01T00:00:00+02:00,{Actor|Sanjana_Singh__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Sanjana_Singh__1},"['actor', 'sing']",True,False,,
Sarah Christophers,1986-08-28,1986-01-01T00:00:00+02:00,{Actor|Sarah_Christophers__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Sarah_Christophers__1},['actor'],True,False,,
Sarena Parmar,1986-01-01T00:00:00+02:00,1986-01-01T00:00:00+02:00,{Actor|Sarena_Parmar__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Sarena_Parmar__1},['actor'],True,False,,
Sayaka Kanda,1986-10-01,1986-01-01T00:00:00+02:00,{Actor|Singing|Sayaka_Kanda__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Sayaka_Kanda__1},"['actor', 'sing']",True,False,,
Sean Landless,1986-01-01T00:00:00+02:00,1986-01-01T00:00:00+02:00,{Actor|Sean_Landless__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Sean_Landless__1},['actor'],True,False,,
Agnez Mo,1986-07-01,1986-01-01T00:00:00+02:00,{Dance|Actor|Record producer|Singer-songwriter},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Record_producer|http://dbpedia.org/resource/Singer-songwriter},"['actor', 'sing', 'songwriter']",True,False,,
Ai Takahashi,1986-09-14,1986-01-01T00:00:00+02:00,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,,
Camille Mana,1986-09-01,1986-01-01T00:00:00+02:00,{Actor|Camille_Mana__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Camille_Mana__1},['actor'],True,False,,
Carla Abellana,1986-06-12,1986-01-01T00:00:00+02:00,{Actor|Carla_Abellana__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Carla_Abellana__1},['actor'],True,False,,
Carla Giraldo,1986-08-30,1986-01-01T00:00:00+02:00,{Actor|Model (profession)|Singing|Carla_Giraldo__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Carla_Giraldo__1},"['actor', 'sing']",True,False,,
Carlos Rivera,1986-03-15,1986-01-01T00:00:00+02:00,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,,
Carol-Anne Day,1986-03-26,1986-01-01T00:00:00+02:00,{Actor|Musician|Voice acting|Carol-Anne_Day__1|Carol-Anne_Day__2|Carol-Anne_Day__3},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Voice_acting|http://dbpedia.org/resource/Carol-Anne_Day__1|http://dbpedia.org/resource/Carol-Anne_Day__2|http://dbpedia.org/resource/Carol-Anne_Day__3},"['actor', 'musician']",True,False,,
Chahat Khanna,1986-07-17,1986-01-01T00:00:00+02:00,{Actor|Chahat_Khanna__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Chahat_Khanna__1},['actor'],True,False,,
Wei Chen (singer),1986-02-22,1986-01-01T00:00:00+02:00,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,,
Cody Deal,1986-02-14,1986-01-01T00:00:00+02:00,{Actor|Cody_Deal__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Cody_Deal__1},['actor'],True,False,,
Colin Ryan (actor),1986-06-23,1986-01-01T00:00:00+02:00,Colin_Ryan_(actor)__1,http://dbpedia.org/resource/Colin_Ryan_(actor)__1,['actor'],True,False,,
Corey Vidal,1986-12-07,1986-01-01T00:00:00+02:00,{Actor|Film director|YouTube|Corey_Vidal__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/YouTube|http://dbpedia.org/resource/Corey_Vidal__1},['actor'],True,False,,
Jonathan B. Wright,1986-12-13,1986-01-01T00:00:00+02:00,{Actor|Jonathan_B._Wright__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jonathan_B._Wright__1},['actor'],True,False,,
Jonathan Mulia,1986-07-08,1986-01-01T00:00:00+02:00,{Actor|Jonathan_Mulia__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jonathan_Mulia__1},['actor'],True,False,,
Joseph Ashton (actor),1986-11-18,1986-01-01T00:00:00+02:00,{Voice acting|Joseph_Ashton_(actor)__1},{http://dbpedia.org/resource/Voice_acting|http://dbpedia.org/resource/Joseph_Ashton_(actor)__1},['actor'],True,False,,
Joseph Cross (actor),1986-05-28,1986-01-01T00:00:00+02:00,{Actor|Joseph_Cross_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Joseph_Cross_(actor)__1},['actor'],True,False,,
Kary Ng,1986-06-09,1986-01-01T00:00:00+02:00,{Actor|Singer-songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singer-songwriter},"['actor', 'sing', 'songwriter']",True,False,,
Kate Voegele,1986-12-08,1986-01-01T00:00:00+02:00,{Actor|Musician|Songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Songwriter},"['actor', 'musician', 'songwriter']",True,False,,
Katie Johnson (actress),1986-01-01T00:00:00+02:00,1986-01-01T00:00:00+02:00,{Actor|Katie_Johnson_(actress)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Katie_Johnson_(actress)__1},['actor'],True,False,,
Katie Leclerc,1986-11-06,1986-01-01T00:00:00+02:00,{Actor|Film producer|Katie_Leclerc__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_producer|http://dbpedia.org/resource/Katie_Leclerc__1},['actor'],True,False,,
Katie Sheridan,1986-12-29,1986-01-01T00:00:00+02:00,{Actor|Katie_Sheridan__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Katie_Sheridan__1},['actor'],True,False,,
Katrina Halili,1986-01-04,1986-01-01T00:00:00+02:00,{Actor|Model (profession)|Record producer|Katrina_Halili__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Record_producer|http://dbpedia.org/resource/Katrina_Halili__1},['actor'],True,False,,
Kazuya Kamenashi,1986-02-23,1986-01-01T00:00:00+02:00,{Television producer|Actor|Model (profession)|Singer-songwriter|Radio personality|Television presenter},{http://dbpedia.org/resource/Television_producer|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Singer-songwriter|http://dbpedia.org/resource/Radio_personality|http://dbpedia.org/resource/Television_presenter},"['actor', 'sing', 'songwriter']",True,False,,
Keiko Kitagawa,1986-08-22,1986-01-01T00:00:00+02:00,{Actor|Keiko_Kitagawa__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Keiko_Kitagawa__1},['actor'],True,False,,
Kelly Schembri,1986-11-13,,{Dance|Actor|Model (profession)|Singer-songwriter},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Singer-songwriter},"['actor', 'sing', 'songwriter']",True,False,,
Kerrie Hayes,1986-01-01T00:00:00+02:00,{1986-01-01T00:00:00+02:00|1987-01-01T00:00:00+02:00},{Actor|Kerrie_Hayes__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Kerrie_Hayes__1},['actor'],True,False,,
Kiely Williams,{1986-06-09|1986-07-09},1986-01-01T00:00:00+02:00,{Dance|Actor|Singer-songwriter},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singer-songwriter},"['actor', 'sing', 'songwriter']",True,False,,
Kieron Richardson,1986-01-12,1986-01-01T00:00:00+02:00,{Actor|Kieron_Richardson__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Kieron_Richardson__1},['actor'],True,False,,
Kiki Farrel,1986-05-26,1986-01-01T00:00:00+02:00,{Actor|Kiki_Farrel__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Kiki_Farrel__1},['actor'],True,False,,
Kim Hyun-joong,1986-06-06,1986-01-01T00:00:00+02:00,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,,
Kim Ok-bin,{1986-12-29|1987-01-03},{1986-01-01T00:00:00+02:00|1987-01-01T00:00:00+02:00},{Actor|Kim_Ok-bin__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Kim_Ok-bin__1},['actor'],True,False,,
Kinshuk Mahajan,1986-04-17,1986-01-01T00:00:00+02:00,{Model (profession)|Kinshuk_Mahajan__1|Televisionfilmactor},"{http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Kinshuk_Mahajan__1|http://dbpedia.org/resource/Television,film,actor}",['actor'],True,False,,
Àstrid Bergès-Frisbey,1986-05-26,1986-01-01T00:00:00+02:00,{Actor|Model (profession)|%C3%80strid_Berg%C3%A8s-Frisbey__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/%C3%80strid_Berg%C3%A8s-Frisbey__1},['actor'],True,False,,
Iris Chung,1987-10-21,1987-01-01T00:00:00+02:00,{Actor|Model (profession)},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)},['actor'],True,False,,
Isha Talwar,1987-12-22,1987-01-01T00:00:00+02:00,{Actor|Isha_Talwar__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Isha_Talwar__1},['actor'],True,False,,
Ivie Okujaye,1987-01-01,1987-01-01T00:00:00+02:00,{Actor|Screenwriter|Singing|Producer|Ivie_Okujaye__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Producer|http://dbpedia.org/resource/Ivie_Okujaye__1},"['actor', 'sing']",True,False,,
J Rand,1987-04-15,1987-01-01T00:00:00+02:00,{Dance|Actor|Singing|Songwriter},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Songwriter},"['actor', 'sing', 'songwriter']",True,False,,
Jack Johnson (actor),1987-04-07,1987-01-01T00:00:00+02:00,{Actor|Jack_Johnson_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jack_Johnson_(actor)__1},['actor'],True,False,,
Jacqueline MacInnes Wood,1987-04-17,1987-01-01T00:00:00+02:00,{Actor|Singing|Jacqueline_MacInnes_Wood__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Jacqueline_MacInnes_Wood__1},"['actor', 'sing']",True,False,,
Elise Estrada,1987-07-30,1987-01-01T00:00:00+02:00,{Actor|Singer-songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singer-songwriter},"['actor', 'sing', 'songwriter']",True,False,,
Emilia Attías,1987-03-20,1987-01-01T00:00:00+02:00,{Dance|Actor|Model (profession)|Singing|Television presenter|Emilia_Att%C3%ADas__1},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Television_presenter|http://dbpedia.org/resource/Emilia_Att%C3%ADas__1},"['actor', 'sing']",True,False,,
Emilia Clarke,1987-05-01,1987-01-01T00:00:00+02:00,{Actor|Emilia_Clarke__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Emilia_Clarke__1},['actor'],True,False,,
Eric Kolelas,1987-05-27,1987-01-01T00:00:00+02:00,{Actor|Eric_Kolelas__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Eric_Kolelas__1},['actor'],True,False,,
Thomas Dekker (actor),1987-12-28,1987-01-01T00:00:00+02:00,Thomas_Dekker_(actor)__1,http://dbpedia.org/resource/Thomas_Dekker_(actor)__1,['actor'],True,False,,
Thomas Drechsel,1987-01-01T00:00:00+02:00,1987-01-01T00:00:00+02:00,{Actor|Thomas_Drechsel__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Thomas_Drechsel__1},['actor'],True,False,,
Tiago Abravanel,1987-10-21,1987-01-01T00:00:00+02:00,{Actor|Singing|Tiago_Abravanel__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Tiago_Abravanel__1},"['actor', 'sing']",True,False,,
Tom Rodriguez,1987-10-01,1987-01-01T00:00:00+02:00,{Actor|Reality television|Tom_Rodriguez__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Reality_television|http://dbpedia.org/resource/Tom_Rodriguez__1},['actor'],True,False,,
Lua Blanco,1987-03-05,1987-01-01T00:00:00+02:00,{Actor|Singing|Lua_Blanco__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Lua_Blanco__1},"['actor', 'sing']",True,False,,
Luisana Lopilato,1987-05-18,1987-01-01T00:00:00+02:00,{Actor|Model (profession)|Singing|Spokesperson|Luisana_Lopilato__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Spokesperson|http://dbpedia.org/resource/Luisana_Lopilato__1},"['actor', 'sing']",True,False,,
Lupita González,1987-09-23,1987-01-01T00:00:00+02:00,{Actor|Lupita_Gonz%C3%A1lez__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Lupita_Gonz%C3%A1lez__1},['actor'],True,False,,
Lynsay King,1987-01-01T00:00:00+02:00,1987-01-01T00:00:00+02:00,{Actor|Lynsay_King__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Lynsay_King__1},['actor'],True,False,,
Madeleine Fairley,1987-01-26,1987-01-01T00:00:00+02:00,{Actor|Madeleine_Fairley__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Madeleine_Fairley__1},['actor'],True,False,,
Mai Oshima,1987-09-11,1987-01-01T00:00:00+02:00,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,,
Govind Padmasoorya,1987-06-16,1987-01-01T00:00:00+02:00,{Actor|Govind_Padmasoorya__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Govind_Padmasoorya__1},['actor'],True,False,,
Hack Murphy,1987-06-20,1987-01-01T00:00:00+02:00,{Actor|Hack_Murphy__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Hack_Murphy__1},['actor'],True,False,,
Han Hyo-joo,1987-02-22,1987-01-01T00:00:00+02:00,{Actor|Han_Hyo-joo__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Han_Hyo-joo__1},['actor'],True,False,,
Wiz Khalifa,1987-09-08,1987-01-01T00:00:00+02:00,{Rapping|Actor|Singing},{http://dbpedia.org/resource/Rapping|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,2012-02-05,
Yoshihide Sasaki,1987-10-04,1987-01-01T00:00:00+02:00,{Actor|Yoshihide_Sasaki__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Yoshihide_Sasaki__1},['actor'],True,False,,
Yu Haoming,1987-11-14,1987-01-01T00:00:00+02:00,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,,
Yui Okada,1987-12-28,1987-01-01T00:00:00+02:00,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,,
Yuika Motokariya,1987-09-08,1987-01-01T00:00:00+02:00,{Actor|Yuika_Motokariya__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Yuika_Motokariya__1},['actor'],True,False,,
Yuki Furukawa,{1987-01-01T00:00:00+02:00|1987-12-18},1987-01-01T00:00:00+02:00,{Actor|Yuki_Furukawa__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Yuki_Furukawa__1},['actor'],True,False,,
Yuya Endo,1987-03-20,1987-01-01T00:00:00+02:00,{Actor|Yuya_Endo__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Yuya_Endo__1},['actor'],True,False,,
Yuya Tegoshi,1987-11-11,1987-01-01T00:00:00+02:00,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,,
Zane Holtz,1987-01-18,1987-01-01T00:00:00+02:00,{Actor|Model (profession)|Zane_Holtz__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Zane_Holtz__1},['actor'],True,False,,
Zeryl Lim,1987-06-16,1987-01-01T00:00:00+02:00,{Actor|Model (profession)|Zeryl_Lim__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Zeryl_Lim__1},['actor'],True,False,,
G.NA,1987-09-13,1987-01-01T00:00:00+02:00,{Actor|Model (profession)|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,,
Gabriel Coronel,1987-02-13,1987-01-01T00:00:00+02:00,{Supermodelo|Actor|Singing|Gabriel_Coronel__1},{http://dbpedia.org/resource/Supermodelo|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Gabriel_Coronel__1},"['actor', 'sing']",True,False,,
Gareth Williams (New Zealand actor),1987-01-24,1987-01-01T00:00:00+02:00,Gareth_Williams_(New_Zealand_actor)__1,http://dbpedia.org/resource/Gareth_Williams_(New_Zealand_actor)__1,['actor'],True,False,,
Gayatri Patel,1987-09-21,1987-01-01T00:00:00+02:00,{Actor|Gayatri_Patel__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Gayatri_Patel__1},['actor'],True,False,,
Patricia McKenzie,1987-01-01T00:00:00+02:00,1987-01-01T00:00:00+02:00,{Dance|Actor|Singing|Patricia_McKenzie__1},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Patricia_McKenzie__1},"['actor', 'sing']",True,False,,
Paw Diaz,{1987-01-01T00:00:00+02:00|1987-03-16},1987-01-01T00:00:00+02:00,{Actor|Paw_Diaz__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Paw_Diaz__1},['actor'],True,False,,
Devon Graye,1987-03-08,1987-01-01T00:00:00+02:00,{Actor|Devon_Graye__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Devon_Graye__1},['actor'],True,False,,
Diana DeGarmo,1987-06-16,1987-01-01T00:00:00+02:00,{Actor|Singer-songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singer-songwriter},"['actor', 'sing', 'songwriter']",True,False,,
Diosa Canales,1987-01-11,1987-01-01T00:00:00+02:00,{Actor|Model (art)|Vedette (cabaret)},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(art)|http://dbpedia.org/resource/Vedette_(cabaret)},['actor'],True,False,,
Divya Parameshwaran,1987-07-27,1987-01-01T00:00:00+02:00,{Actor|Model (profession)|Divya_Parameshwaran__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Divya_Parameshwaran__1},['actor'],True,False,,
Doruk Çetin,1987-05-15,1987-01-01T00:00:00+02:00,{Actor|Film director|Photographer|Film producer|Doruk_%C3%87etin__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Photographer|http://dbpedia.org/resource/Film_producer|http://dbpedia.org/resource/Doruk_%C3%87etin__1},['actor'],True,False,,
Rocco Nacino,1987-03-21,1987-01-01T00:00:00+02:00,{Dance|Actor|Model (profession)|Singing|Rocco_Nacino__1},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Rocco_Nacino__1},"['actor', 'sing']",True,False,,
Rodjun Cruz,1987-10-10,1987-01-01T00:00:00+02:00,{Dance|Actor|Rodjun_Cruz__1},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Rodjun_Cruz__1},['actor'],True,False,,
