rdf-schema#label,birthDate,birthYear,Occupation_g,Actor,Politician,Athlete,Business_person,Cause_of_Death_cat,deathDate,occupation_label,occupation,title,deathCause_label,deathCause,salary
Fred Sadoff,1926-10-21,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1994-05-06,{Actor|Fred_Sadoff__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Fred_Sadoff__1},,,,
Fred Smith (footballer born 1926),1926-05-07,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Günter Meisner,1926-04-18,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Heart disease,1994-12-05,{Actor|G%C3%BCnter_Meisner__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/G%C3%BCnter_Meisner__1},,Heart failure,http://dbpedia.org/resource/Heart_failure,
Gene Wilson (American football),1926-06-24,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Geoff Walker (footballer),1926-09-19,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1997-01-01T00:00:00+02:00,,,,,,
George Adams (footballer born 1926),1926-10-16,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Patrick Connor (actor),1926-08-06,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,2008-07-22,,,,,,
Paul Barry (American football),1926-08-07,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Paul Burke (actor),1926-07-21,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,2009-09-13,Paul_Burke_(actor)__1,http://dbpedia.org/resource/Paul_Burke_(actor)__1,,,,
Paul Collins (athlete),1926-07-22,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1995-01-31,,,,,,
Paul Langlois (Canadian politician),1926-12-04,1926-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,2012-07-17,,,,,,
Paul Lynde,1926-06-13,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1982-01-10,{Actor|Comedian|Paul_Lynde__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Comedian|http://dbpedia.org/resource/Paul_Lynde__1},,Myocardial infarction,http://dbpedia.org/resource/Myocardial_infarction,
Paul Sorensen,1926-02-16,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,2008-07-17,Actor,http://dbpedia.org/resource/Actor,,,,
Petar Šegedin (athlete),1926-09-14,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1994-10-14,,,,,,
Peter Bennett (footballer born 1926),1926-07-11,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2012-07-04,,,,,,
Peter Denton (athlete),1926-06-10,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2000-12-03,,,,,,
Peter Graves,1926-03-18,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,2010-03-14,{Actor|Peter_Graves__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Peter_Graves__1},,Myocardial infarction,http://dbpedia.org/resource/Myocardial_infarction,
Peter Henderson (sportsman),1926-04-18,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Peter Marshall (entertainer),1926-03-30,1926-01-01T00:00:00+02:00,"['actor', 'sing']",True,False,False,False,Unknown,,{Actor|Singing|Radio personality|Peter_Marshall_(entertainer)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Radio_personality|http://dbpedia.org/resource/Peter_Marshall_(entertainer)__1},,,,
Derek Parker (footballer),1926-06-23,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2011-01-01T00:00:00+02:00,,,,,,
Dick Cole (baseball),1926-05-06,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Dick Jones (Australian footballer),1926-06-05,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Don Gordon (actor),1926-11-13,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Film|Don_Gordon_(actor)__1},{http://dbpedia.org/resource/Film|http://dbpedia.org/resource/Don_Gordon_(actor)__1},,,,
Don Mills (footballer),1926-08-17,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1994-01-01T00:00:00+02:00,,,,,,
Donald Campbell (athlete),1926-04-09,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Donald J. Grace,1926-02-21,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2007-03-15,,,,,,
Donald Petersen,1926-09-04,1926-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,,{Businessperson|Donald_Petersen__1},{http://dbpedia.org/resource/Businessperson|http://dbpedia.org/resource/Donald_Petersen__1},,,,
Dorothy Collins,1926-11-18,1926-01-01T00:00:00+02:00,"['actor', 'sing']",True,False,False,False,Unknown,1994-07-21,{Actor|Singing|Dorothy_Collins__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Dorothy_Collins__1},,,,
Doug Cowie (footballer),1926-05-01,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Doug Hepburn,1926-09-16,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2000-11-22,{Professional wrestling|Strongman (strength athlete)|Olympic weightlifting|Doug_Hepburn__1},{http://dbpedia.org/resource/Professional_wrestling|http://dbpedia.org/resource/Strongman_(strength_athlete)|http://dbpedia.org/resource/Olympic_weightlifting|http://dbpedia.org/resource/Doug_Hepburn__1},,,,
Douglas Bell (politician),1926-06-15,1926-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,,,,,,
Douglas Lynch (businessman),1926-01-01T00:00:00+02:00,1926-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,,,,,,,
Rod Coleman (motorcycle racer),1926-06-19,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Roger Wheeler (businessman),1926-02-27,1926-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,1981-05-27,,,,,,
Ron Bailey (politician),1926-12-15,1926-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,,,,,,
Ron Bean (footballer),1926-04-10,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1992-07-07,,,,,,
Ron Davies (Western Australian politician),1926-04-11,1926-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,2011-07-24,,,,,,
Ron Graham (actor),1926-12-17,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,,,,,,
Ronnie Gilbert,1926-09-07,1926-01-01T00:00:00+02:00,"['actor', 'musician', 'songwriter']",True,False,False,False,Unknown,,{Actor|Musician|Songwriter|Activism},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Songwriter|http://dbpedia.org/resource/Activism},,,,
Roy Hart,1926-10-30,1926-01-01T00:00:00+02:00,"['actor', 'sing']",True,False,False,False,Unknown,1975-05-18,{Actor|Singing|Roy_Hart__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Roy_Hart__1},,,,
Rudolf Zehetgruber,1926-09-16,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Film director|Screenwriter|Film producer|Rudolf_Zehetgruber__1|Rudolf_Zehetgruber__2|Rudolf_Zehetgruber__3|Rudolf_Zehetgruber__4},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Film_producer|http://dbpedia.org/resource/Rudolf_Zehetgruber__1|http://dbpedia.org/resource/Rudolf_Zehetgruber__2|http://dbpedia.org/resource/Rudolf_Zehetgruber__3|http://dbpedia.org/resource/Rudolf_Zehetgruber__4},,,,
Rudra Baruah,1926-01-01T00:00:00+02:00,1926-01-01T00:00:00+02:00,"['actor', 'sing']",True,False,False,False,Unknown,{1980-01-01T00:00:00+02:00|1980-02-14},{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},,,,
Michael McGuire (politician),1926-05-03,1926-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,,,,,,
Michael Terrace,1926-12-31,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Michael Welsh (Labour politician),1926-11-23,1926-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,2012-01-20,,,,,,
Mihály Tóth (footballer born 1926),1926-09-14,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1990-03-07,,,,,,
Miriam Pires,1926-04-20,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,2004-09-07,{Actor|Miriam_Pires__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Miriam_Pires__1},,,,
Tom Tryon,1926-01-14,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1991-09-04,{Actor|Writer|Tom_Tryon__1|Tom_Tryon__2},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Writer|http://dbpedia.org/resource/Tom_Tryon__1|http://dbpedia.org/resource/Tom_Tryon__2},,,,
Tommy Bond,1926-09-16,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,2005-09-24,{Actor|Tommy_Bond__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Tommy_Bond__1},,Cardiovascular disease,http://dbpedia.org/resource/Cardiovascular_disease,
Tony Collins (footballer),1926-03-19,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Tulsi Giri,1926-01-01T00:00:00+02:00,1926-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,Politician,http://dbpedia.org/resource/Politician,,,,
V. K. Ramasamy (actor),1926-01-01T00:00:00+02:00,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,2002-12-24,{Comedian|Film producer|V._K._Ramasamy_(actor)__1},{http://dbpedia.org/resource/Comedian|http://dbpedia.org/resource/Film_producer|http://dbpedia.org/resource/V._K._Ramasamy_(actor)__1},,,,
Val Bisoglio,1926-05-07,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Character actor|Val_Bisoglio__1},{http://dbpedia.org/resource/Character_actor|http://dbpedia.org/resource/Val_Bisoglio__1},,,,
Shalom Cohen (politician),1926-01-01T00:00:00+02:00,1926-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1993-01-01T00:00:00+02:00,,,,,,
Shirley Jean Rickert,1926-03-25,1926-01-01T00:00:00+02:00,"['actor', 'athlete']",True,False,True,False,Unknown,2009-02-06,{Child actor|Exotic dancer|Shirley_Jean_Rickert__1|Shirley_Jean_Rickert__2},{http://dbpedia.org/resource/Child_actor|http://dbpedia.org/resource/Exotic_dancer|http://dbpedia.org/resource/Shirley_Jean_Rickert__1|http://dbpedia.org/resource/Shirley_Jean_Rickert__2},,Disease,http://dbpedia.org/resource/Disease,
Sim (actor),1926-07-21,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,2009-09-06,Sim_(actor)__1,http://dbpedia.org/resource/Sim_(actor)__1,,,,
Sol Rosenberg,1926-02-02,1926-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,2009-01-30,{Businessperson|Philanthropy|Sol_Rosenberg__1},{http://dbpedia.org/resource/Businessperson|http://dbpedia.org/resource/Philanthropy|http://dbpedia.org/resource/Sol_Rosenberg__1},,,,
Sonja Ziemann,1926-02-08,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Sonja_Ziemann__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Sonja_Ziemann__1},,,,
Stan Edwards (footballer born 1926),1926-10-17,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1989-01-14,,,,,,
Stan Jones (actor),1926-10-23,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1998-12-30,{Actor|Stan_Jones_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Stan_Jones_(actor)__1},,,,
Stan Tracey,1926-12-30,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2013-12-06,{Jazz piano|Composer},{http://dbpedia.org/resource/Jazz_piano|http://dbpedia.org/resource/Composer},,,,
Stanley B. Kimball,1926-11-25,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2003-05-15,,,,,,
Stanley Clements,1926-07-16,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1981-10-16,{Actor|Comedian|Stanley_Clements__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Comedian|http://dbpedia.org/resource/Stanley_Clements__1},,,,
Hans Timmermann,1926-02-20,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,2005-11-03,{Actor|Hans_Timmermann__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Hans_Timmermann__1},,,,
Harold Hellbaum,1926-09-26,1926-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,2007-03-09,{Business|Ranch},{http://dbpedia.org/resource/Business|http://dbpedia.org/resource/Ranch},,,,
Harry Basch,1926-01-16,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Harry_Basch__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Harry_Basch__1},,,,
Harry Fisher (baseball),1926-01-03,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1981-09-20,,,,,,
Harry Wilkinson (footballer born 1926),1926-03-20,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Haya van Someren,1926-07-05,1926-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1980-11-12,{Journalist|Politician},{http://dbpedia.org/resource/Journalist|http://dbpedia.org/resource/Politician},,,,
Heinrich Müller (cyclist),1926-11-14,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Henri Salaun (squash player),1926-01-01T00:00:00+02:00,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
L.P.R. Varma,1926-02-17,,"['actor', 'sing']",True,False,False,False,Unknown,2003-07-06,{Lyricist|Music director|Actor|Screenwriter|Indian classical music|Playback singer|Poet},{http://dbpedia.org/resource/Lyricist|http://dbpedia.org/resource/Music_director|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Indian_classical_music|http://dbpedia.org/resource/Playback_singer|http://dbpedia.org/resource/Poet},,,,
Maria Della Costa,1926-01-01,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Theatre|Maria_Della_Costa__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Theatre|http://dbpedia.org/resource/Maria_Della_Costa__1},,,,
Mark Andrews (politician),1926-05-19,1926-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,,,,,,
James Dunn (British politician),1926-01-30,1926-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1985-01-01T00:00:00+02:00,,,,,,
James Hill (Conservative politician),1926-12-21,1926-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1999-02-16,,,,,,
Jan-Olof Strandberg,1926-09-09,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Jan-Olof_Strandberg__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jan-Olof_Strandberg__1},,,,
Jan Lammers (athlete),1926-09-30,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2011-09-01,,,,,,
Jan de Koning (politician),1926-08-31,1926-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1994-10-09,,,,,,
E. Holman Jones,1926-12-17,1926-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,2014-01-12,Business,http://dbpedia.org/resource/Business,,,,
Ed White (baseball),1926-04-06,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1982-09-28,,,,,,
Eddie Britt (politician),1926-11-11,1926-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,,,,,,
Joe Scott (American football),1926-03-17,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Joe Taylor (baseball),1926-03-02,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1993-03-18,,,,,,
John Aspinall (zoo owner),1926-06-11,1926-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,2000-06-29,{Gambling|Zookeeper|Bookmaker|Businessperson|John_Aspinall_(zoo_owner)__1|John_Aspinall_(zoo_owner)__2|John_Aspinall_(zoo_owner)__3|John_Aspinall_(zoo_owner)__4},{http://dbpedia.org/resource/Gambling|http://dbpedia.org/resource/Zookeeper|http://dbpedia.org/resource/Bookmaker|http://dbpedia.org/resource/Businessperson|http://dbpedia.org/resource/John_Aspinall_(zoo_owner)__1|http://dbpedia.org/resource/John_Aspinall_(zoo_owner)__2|http://dbpedia.org/resource/John_Aspinall_(zoo_owner)__3|http://dbpedia.org/resource/John_Aspinall_(zoo_owner)__4},,,,
John Boyd (footballer),1926-09-10,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
John Collum,1926-06-29,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1962-08-28,{Child actor|John_Collum__1},{http://dbpedia.org/resource/Child_actor|http://dbpedia.org/resource/John_Collum__1},,Myocardial infarction,http://dbpedia.org/resource/Myocardial_infarction,
John Gokongwei,1926-08-11,1926-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,,{Businessperson|John_Gokongwei__1},{http://dbpedia.org/resource/Businessperson|http://dbpedia.org/resource/John_Gokongwei__1},,,,
John Graham (footballer born 1926),1926-04-01,,['athlete'],False,False,True,False,Unknown,,,,,,,
John Holland (athlete),1926-12-20,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1990-06-09,,,,,,
Ju Jeung-ryu,1926-02-11,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1980-01-01T00:00:00+02:00,{Actor|Ju_Jeung-ryu__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ju_Jeung-ryu__1},,,,
Julie Adams,1926-10-17,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Julie_Adams__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Julie_Adams__1},,,,
Julio Sosa,1926-02-02,1926-01-01T00:00:00+02:00,"['actor', 'sing', 'songwriter']",True,False,False,False,Unknown,1964-11-26,{Actor|Singing|Songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Songwriter},,,,
Junior Samples,{1926-04-10|1926-10-04},1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1983-11-13,{Actor|Comedian},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Comedian},,,,
Balot (comedian),1926-01-01T00:00:00+02:00,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1996-01-01T00:00:00+02:00,{Actor|Comedian|Balot_(comedian)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Comedian|http://dbpedia.org/resource/Balot_(comedian)__1},,,,
Baltazar (footballer),1926-01-14,1926-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1997-03-25,,,,,,
Barbara Hamilton (actor),1926-12-11,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1996-02-07,Barbara_Hamilton_(actor)__1,http://dbpedia.org/resource/Barbara_Hamilton_(actor)__1,,,,
Beatriz Segall,1926-07-25,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Beatriz_Segall__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Beatriz_Segall__1},,,,
Angus MacKay (actor),1926-07-15,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,2013-06-08,{Actor|Angus_MacKay_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Angus_MacKay_(actor)__1},,,,
Anne Jackson,1926-09-03,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Anne_Jackson__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Anne_Jackson__1},,,,
Anoop Kumar,1926-01-09,1926-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1997-09-20,{Actor|Anoop_Kumar__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Anoop_Kumar__1},,,,
