rdf-schema#label,birthDate,birthYear,deathDate,occupation_label,occupation,Occupation_g,Actor,Politician,title
Gil Robbins,1931-04-03,1931-01-01T00:00:00+02:00,2011-04-05,{Folk music|Actor|Vocal coach|Gil_Robbins__1},{http://dbpedia.org/resource/Folk_music|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Vocal_coach|http://dbpedia.org/resource/Gil_Robbins__1},['actor'],True,False,
Gloria Winters,1931-11-28,1931-01-01T00:00:00+02:00,2010-08-14,{Actor|Gloria_Winters__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Gloria_Winters__1},['actor'],True,False,
Mohammad Ali (actor),{1931-04-19|1938-11-10},{1931-01-01T00:00:00+02:00|1938-01-01T00:00:00+02:00},2006-03-19,{Actor|Mohammad_Ali_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Mohammad_Ali_(actor)__1},['actor'],True,False,
Mulraj Rajda,1931-11-13,1931-01-01T00:00:00+02:00,2012-09-23,{Actor|Mulraj_Rajda__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Mulraj_Rajda__1},['actor'],True,False,
Billie Thomas,1931-03-12,1931-01-01T00:00:00+02:00,1980-10-10,{Child actor|Billie_Thomas__1},{http://dbpedia.org/resource/Child_actor|http://dbpedia.org/resource/Billie_Thomas__1},['actor'],True,False,
Bogumił Kobiela,1931-05-31,1931-01-01T00:00:00+02:00,1969-07-10,{Actor|Bogumi%C5%82_Kobiela__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Bogumi%C5%82_Kobiela__1},['actor'],True,False,
Brad Sullivan,1931-11-18,1931-01-01T00:00:00+02:00,2008-12-31,{Actor|Brad_Sullivan__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Brad_Sullivan__1},['actor'],True,False,
Brian Kelly (actor),1931-02-14,1931-01-01T00:00:00+02:00,2005-02-12,Brian_Kelly_(actor)__1,http://dbpedia.org/resource/Brian_Kelly_(actor)__1,['actor'],True,False,
Brooke E. Sheldon,1931-08-29,1931-01-01T00:00:00+02:00,2013-02-11,{Librarian|Brooke_E._Sheldon__1},{http://dbpedia.org/resource/Librarian|http://dbpedia.org/resource/Brooke_E._Sheldon__1},['president'],False,True,President of the American Library Association
Bryan Mosley,1931-08-25,1931-01-01T00:00:00+02:00,1999-02-09,{Actor|Bryan_Mosley__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Bryan_Mosley__1},['actor'],True,False,
Bryan O'Byrne,1931-02-06,1931-01-01T00:00:00+02:00,2009-12-04,{Actor|Bryan_O'Byrne__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Bryan_O'Byrne__1},['actor'],True,False,
Buz Lukens,1931-02-11,1931-01-01T00:00:00+02:00,2010-05-22,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,
Vili Auvinen,1931-11-11,1931-01-01T00:00:00+02:00,1996-08-02,{Actor|Theatre director|Vili_Auvinen__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Theatre_director|http://dbpedia.org/resource/Vili_Auvinen__1},['actor'],True,False,
Walter Santesso,1931-02-27,1931-01-01T00:00:00+02:00,2008-01-20,{Actor|Film director|Walter_Santesso__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Walter_Santesso__1},['actor'],True,False,
Jean-Maurice Simard,1931-06-21,1931-01-01T00:00:00+02:00,2001-06-16,{Politician|Chartered Accountant},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Chartered_Accountant},['politician'],False,True,
Jean-Paul Roussillon,1931-03-05,1931-01-01T00:00:00+02:00,2009-07-31,{Actor|Jean-Paul_Roussillon__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jean-Paul_Roussillon__1},['actor'],True,False,
Jerry Van Dyke,1931-07-27,1931-01-01T00:00:00+02:00,,{Actor|Comedian|Jerry_Van_Dyke__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Comedian|http://dbpedia.org/resource/Jerry_Van_Dyke__1},['actor'],True,False,
Jiří Suchý,1931-10-01,1931-01-01T00:00:00+02:00,,{Actor|Ji%C5%99%C3%AD_Such%C3%BD__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ji%C5%99%C3%AD_Such%C3%BD__1},['actor'],True,False,
Joan Marshall,1931-06-19,1931-01-01T00:00:00+02:00,1992-06-28,{Actor|Joan_Marshall__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Joan_Marshall__1},['actor'],True,False,
Leon Greene,1931-01-01T00:00:00+02:00,1931-01-01T00:00:00+02:00,,{Actor|Leon_Greene__1|Leon_Greene__2},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Leon_Greene__1|http://dbpedia.org/resource/Leon_Greene__2},['actor'],True,False,
Faten Hamama,1931-05-27,1931-01-01T00:00:00+02:00,,{Actor|Film producer|Faten_Hamama__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_producer|http://dbpedia.org/resource/Faten_Hamama__1},['actor'],True,False,
Fernando Siro,1931-10-05,1931-01-01T00:00:00+02:00,2006-09-04,{Actor|Film director|Screenwriter|Fernando_Siro__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Fernando_Siro__1},['actor'],True,False,
Frédéric de Pasquale,1931-03-28,1931-01-01T00:00:00+02:00,2001-12-17,{Actor|Fr%C3%A9d%C3%A9ric_de_Pasquale__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Fr%C3%A9d%C3%A9ric_de_Pasquale__1},['actor'],True,False,
Francesco Paolo Fulci,1931-03-19,1931-01-01T00:00:00+02:00,,President,http://dbpedia.org/resource/President,['president'],False,True,
Frank Williams (actor),1931-07-02,1931-01-01T00:00:00+02:00,,{Actor|Frank_Williams_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Frank_Williams_(actor)__1},['actor'],True,False,
Mary Castle,1931-01-22,1931-01-01T00:00:00+02:00,1998-04-29,{Actor|Mary_Castle__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Mary_Castle__1},['actor'],True,False,
Maureen Connell,1931-08-02,1931-01-01T00:00:00+02:00,,{Actor|Maureen_Connell__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Maureen_Connell__1},['actor'],True,False,
Max Faulkner (actor),1931-01-01T00:00:00+02:00,1931-01-01T00:00:00+02:00,2010-02-13,Max_Faulkner_(actor)__1,http://dbpedia.org/resource/Max_Faulkner_(actor)__1,['actor'],True,False,
Naum Shopov,1931-07-27,1931-01-01T00:00:00+02:00,2012-04-18,{Actor|Naum_Shopov__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Naum_Shopov__1},['actor'],True,False,
Nick Adams (actor),1931-07-10,1931-01-01T00:00:00+02:00,1968-02-07,{Actor|Nick_Adams_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Nick_Adams_(actor)__1},['actor'],True,False,
Nirupa Roy,1931-01-04,1931-01-01T00:00:00+02:00,2004-10-13,{Actor|Nirupa_Roy__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Nirupa_Roy__1},['actor'],True,False,
Noble Willingham,1931-08-31,1931-01-01T00:00:00+02:00,2004-01-17,{Actor|Noble_Willingham__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Noble_Willingham__1},['actor'],True,False,
Hilmar Thate,1931-04-17,1931-01-01T00:00:00+02:00,,{Actor|Hilmar_Thate__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Hilmar_Thate__1},['actor'],True,False,
Ien Dales,1931-10-18,1931-01-01T00:00:00+02:00,1994-01-10,{Politician|Civil service},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Civil_service},['politician'],False,True,
Ilarion Ciobanu,1931-10-28,1931-01-01T00:00:00+02:00,2008-09-07,{Actor|Ilarion_Ciobanu__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ilarion_Ciobanu__1},['actor'],True,False,
Chico Anysio,1931-04-12,1931-01-01T00:00:00+02:00,2012-03-23,{Actor|Humour|Chico_Anysio__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Humour|http://dbpedia.org/resource/Chico_Anysio__1},['actor'],True,False,
Chow Chung,1931-01-01T00:00:00+02:00,1931-01-01T00:00:00+02:00,,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,
Chris Wiggins,1931-01-13,1931-01-01T00:00:00+02:00,,{Actor|Bank|Chris_Wiggins__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Bank|http://dbpedia.org/resource/Chris_Wiggins__1},['actor'],True,False,
Christine Fabréga,1931-04-08,1931-01-01T00:00:00+02:00,1988-06-11,{Celebrity|Actor|Christine_Fabr%C3%A9ga__1},{http://dbpedia.org/resource/Celebrity|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Christine_Fabr%C3%A9ga__1},['actor'],True,False,
Christine Laszar,1931-12-19,1931-01-01T00:00:00+02:00,,{Actor|Christine_Laszar__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Christine_Laszar__1},['actor'],True,False,
Sabine Bethmann,1931-10-25,1931-01-01T00:00:00+02:00,,{Actor|Sabine_Bethmann__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Sabine_Bethmann__1},['actor'],True,False,
Saroja Ramamrutham,1931-01-01T00:00:00+02:00,1931-01-01T00:00:00+02:00,,{Actor|Saroja_Ramamrutham__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Saroja_Ramamrutham__1},['actor'],True,False,
Scott Beach,1931-01-13,1931-01-01T00:00:00+02:00,1996-02-13,{Actor|Writer|Scott_Beach__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Writer|http://dbpedia.org/resource/Scott_Beach__1},['actor'],True,False,
Adriano Celentano,{1931-01-06|1938-01-06},1931-01-01T00:00:00+02:00,,{Actor|Film director|Musician|Singer-songwriter|Television presenter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Singer-songwriter|http://dbpedia.org/resource/Television_presenter},"['actor', 'musician', 'sing', 'songwriter']",True,False,
Carmen De Lavallade,1931-03-06,1931-01-01T00:00:00+02:00,,{Actor|Choreography|Carmen_De_Lavallade__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Choreography|http://dbpedia.org/resource/Carmen_De_Lavallade__1},['actor'],True,False,
Charles Laurence,1931-01-10,1931-01-01T00:00:00+02:00,2013-07-13,{Actor|Playwright|Charles_Laurence__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Playwright|http://dbpedia.org/resource/Charles_Laurence__1},['actor'],True,False,
Charles Nelson Reilly,1931-01-13,1931-01-01T00:00:00+02:00,2007-05-25,{Actor|Film director|Comedian|Charles_Nelson_Reilly__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Comedian|http://dbpedia.org/resource/Charles_Nelson_Reilly__1},['actor'],True,False,
William O'Malley (Jesuit),{1931-08-18|1931-08-19},1931-01-01T00:00:00+02:00,,{Author|Priest|Actor|Teacher|William_O'Malley_(Jesuit)__1},{http://dbpedia.org/resource/Author|http://dbpedia.org/resource/Priest|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Teacher|http://dbpedia.org/resource/William_O'Malley_(Jesuit)__1},['actor'],True,False,
William Reynolds (actor),1931-12-09,1931-01-01T00:00:00+02:00,,{The Gallant Men|The F.B.I. (TV series)|Business|The Islanders|William_Reynolds_(actor)__1|William_Reynolds_(actor)__2},{http://dbpedia.org/resource/The_Gallant_Men|http://dbpedia.org/resource/The_F.B.I._(TV_series)|http://dbpedia.org/resource/Business|http://dbpedia.org/resource/The_Islanders|http://dbpedia.org/resource/William_Reynolds_(actor)__1|http://dbpedia.org/resource/William_Reynolds_(actor)__2},['actor'],True,False,
Connie Hines,1931-03-24,1931-01-01T00:00:00+02:00,2009-12-18,{Actor|Connie_Hines__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Connie_Hines__1},['actor'],True,False,
Dan Resin,1931-02-22,1931-01-01T00:00:00+02:00,2010-07-31,{Actor|Dan_Resin__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Dan_Resin__1},['actor'],True,False,
John Smith (actor),1931-03-06,1931-01-01T00:00:00+02:00,1995-01-25,John_Smith_(actor)__1,http://dbpedia.org/resource/John_Smith_(actor)__1,['actor'],True,False,
Johnny Sheffield,1931-04-11,1931-01-01T00:00:00+02:00,2010-10-15,{Actor|Johnny_Sheffield__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Johnny_Sheffield__1},['actor'],True,False,
Ken Morrison,1931-10-20,1931-01-01T00:00:00+02:00,,{Businessperson|Ken_Morrison__1},{http://dbpedia.org/resource/Businessperson|http://dbpedia.org/resource/Ken_Morrison__1},['president'],False,True,{President and  former chairman of|Wm Morrison Supermarkets PLC}
Kenji Sahara,{1931-05-14|1932-05-14},{1931-01-01T00:00:00+02:00|1932-01-01T00:00:00+02:00},,{Actor|Kenji_Sahara__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Kenji_Sahara__1},['actor'],True,False,
Kenneth Haigh,1931-03-25,1931-01-01T00:00:00+02:00,,{Actor|Kenneth_Haigh__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Kenneth_Haigh__1},['actor'],True,False,
Eliyahu Ben-Elissar,1932-08-02,1932-01-01T00:00:00+02:00,2000-08-12,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,
Els Borst,1932-03-22,1932-01-01T00:00:00+02:00,{2014-02-08|2014-02-10},{Board of directors|Physician|Politician|Professor},{http://dbpedia.org/resource/Board_of_directors|http://dbpedia.org/resource/Physician|http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Professor},['politician'],False,True,
Terry Scully,1932-05-13,1932-01-01T00:00:00+02:00,2001-04-17,{Actor|Terry_Scully__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Terry_Scully__1},['actor'],True,False,
Thomas Hunter (actor),1932-12-19,1932-01-01T00:00:00+02:00,,{Actor|Thomas_Hunter_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Thomas_Hunter_(actor)__1},['actor'],True,False,
Tinka Kurti,1932-12-17,1932-01-01T00:00:00+02:00,,{Actor|Tinka_Kurti__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Tinka_Kurti__1},['actor'],True,False,
Luke Askew,1932-03-26,1932-01-01T00:00:00+02:00,2012-03-29,{Actor|Luke_Askew__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Luke_Askew__1},['actor'],True,False,
Lynn Wood (actress),1932-05-04,1932-01-01T00:00:00+02:00,,{Actor|Lynn_Wood_(actress)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Lynn_Wood_(actress)__1},['actor'],True,False,
Mabel King,1932-12-25,1932-01-01T00:00:00+02:00,1999-11-09,{Actor|Mabel_King__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Mabel_King__1},['actor'],True,False,
Magali Noël,1932-06-27,1932-01-01T00:00:00+02:00,,{Actor|Singing|Magali_No%C3%ABl__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Magali_No%C3%ABl__1},"['actor', 'sing']",True,False,
Manivannan,{1932-05-03|1953-07-31},{1932-01-01T00:00:00+02:00|1953-01-01T00:00:00+02:00},2013-06-15,{Actor|Film director|Manivannan__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Manivannan__1},['actor'],True,False,
Gordon Jump,1932-04-01,1932-01-01T00:00:00+02:00,2003-09-22,{Actor|Gordon_Jump__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Gordon_Jump__1},['actor'],True,False,
Grigori Abrikosov,1932-08-30,1932-01-01T00:00:00+02:00,1993-04-13,{Actor|Grigori_Abrikosov__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Grigori_Abrikosov__1},['actor'],True,False,
Yoyoy Villame,1932-11-18,1932-01-01T00:00:00+02:00,2007-05-18,{Actor|Comedian|Singer-songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Comedian|http://dbpedia.org/resource/Singer-songwriter},"['actor', 'sing', 'songwriter']",True,False,
Zinovy Vysokovsky,1932-11-28,1932-01-01T00:00:00+02:00,2009-08-03,{Actor|Zinovy_Vysokovsky__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Zinovy_Vysokovsky__1},['actor'],True,False,
Gabriel Woolf,1932-10-02,1932-01-01T00:00:00+02:00,,{Actor|Gabriel_Woolf__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Gabriel_Woolf__1},['actor'],True,False,
Gennadi Yukhtin,1932-03-30,1932-01-01T00:00:00+02:00,,{Actor|Gennadi_Yukhtin__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Gennadi_Yukhtin__1},['actor'],True,False,
Patrick Mynhardt,1932-06-12,1932-01-01T00:00:00+02:00,2007-10-25,{Actor|Patrick_Mynhardt__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Patrick_Mynhardt__1},['actor'],True,False,
Pete Drake,1932-10-08,1932-01-01T00:00:00+02:00,1988-07-29,{Actor|Musician|Songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Songwriter},"['actor', 'musician', 'songwriter']",True,False,
Peter Lupus,1932-06-17,1932-01-01T00:00:00+02:00,,{Bodybuilding|Actor|Peter_Lupus__1},{http://dbpedia.org/resource/Bodybuilding|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Peter_Lupus__1},['actor'],True,False,
Delores Taylor,1932-01-01T00:00:00+02:00,1932-01-01T00:00:00+02:00,,{Actor|Film producer|Delores_Taylor__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_producer|http://dbpedia.org/resource/Delores_Taylor__1},['actor'],True,False,
Don Durant,1932-11-20,1932-01-01T00:00:00+02:00,2005-03-15,{Actor|Don_Durant__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Don_Durant__1},['actor'],True,False,
Roderick Cook,1932-02-09,1932-01-01T00:00:00+02:00,1990-08-17,{Actor|Playwright|Theatre director|Roderick_Cook__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Playwright|http://dbpedia.org/resource/Theatre_director|http://dbpedia.org/resource/Roderick_Cook__1},['actor'],True,False,
Roger Smith (actor),1932-12-18,1932-01-01T00:00:00+02:00,,{Actor|Screenwriter|Singing|Roger_Smith_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Roger_Smith_(actor)__1},"['actor', 'sing']",True,False,
Roland Curram,1932-01-01T00:00:00+02:00,1932-01-01T00:00:00+02:00,,{Actor|Roland_Curram__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Roland_Curram__1},['actor'],True,False,
Roman Tkachuk,1932-08-31,1932-01-01T00:00:00+02:00,1994-01-10,{Actor|Roman_Tkachuk__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Roman_Tkachuk__1},['actor'],True,False,
Ron Hagerthy,1932-03-09,1932-01-01T00:00:00+02:00,,{Actor|Businessperson|Ron_Hagerthy__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Businessperson|http://dbpedia.org/resource/Ron_Hagerthy__1},['actor'],True,False,
Rosalyn Borden,1932-05-29,1932-01-01T00:00:00+02:00,2003-01-23,{Actor|Singing|Rosalyn_Borden__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Rosalyn_Borden__1},"['actor', 'sing']",True,False,
Roy Scheider,1932-11-10,1932-01-01T00:00:00+02:00,2008-02-10,{Actor|Roy_Scheider__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Roy_Scheider__1},['actor'],True,False,
Mickey Kuhn,1932-09-21,1932-01-01T00:00:00+02:00,,{Actor|Mickey_Kuhn__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Mickey_Kuhn__1},['actor'],True,False,
Midge Costanza,1932-11-28,1932-01-01T00:00:00+02:00,2010-03-23,{Politician|Activism},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Activism},['politician'],False,True,
Tony Tanner,1932-07-27,1932-01-01T00:00:00+02:00,,{Actor|Choreography|Tony_Tanner__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Choreography|http://dbpedia.org/resource/Tony_Tanner__1},['actor'],True,False,
Trevor Baxter,1932-11-18,1932-01-01T00:00:00+02:00,,{Actor|Playwright|Trevor_Baxter__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Playwright|http://dbpedia.org/resource/Trevor_Baxter__1},['actor'],True,False,
Umar Kayam,1932-04-30,1932-01-01T00:00:00+02:00,2002-03-16,{Actor|Novelist|Humanism|Sociology},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Novelist|http://dbpedia.org/resource/Humanism|http://dbpedia.org/resource/Sociology},['actor'],True,False,
Shahab Sheikh Nuri,1932-01-01T00:00:00+02:00,1932-01-01T00:00:00+02:00,1976-01-01T00:00:00+02:00,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,
Sheila Allen (English actress),1932-10-22,1932-01-01T00:00:00+02:00,2011-10-13,{Actor|Sheila_Allen_(English_actress)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Sheila_Allen_(English_actress)__1},['actor'],True,False,
