rdf-schema#label,birthDate,birthYear,occupation_label,occupation,Occupation_g,Actor,Politician,Athlete,deathDate,deathCause_label,deathCause,Cause_of_Death_cat,title
Anthony Gallo,1965-04-10,1965-01-01T00:00:00+02:00,{Actor|Musician},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician},"['actor', 'musician']",True,False,False,,,,,
Anthony Lewis Vitale,1965-11-30,1965-01-01T00:00:00+02:00,{Actor|Anthony_Lewis_Vitale__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Anthony_Lewis_Vitale__1},['actor'],True,False,False,,,,,
Antonio Serrano (athlete),1965-03-08,1965-01-01T00:00:00+02:00,,,['athlete'],False,False,True,,,,,
Palash Sen,1965-09-23,1965-01-01T00:00:00+02:00,{Physician|Actor|Model (profession)|Musician|Record producer|Singer-songwriter},{http://dbpedia.org/resource/Physician|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Record_producer|http://dbpedia.org/resource/Singer-songwriter},"['actor', 'musician', 'sing', 'songwriter']",True,False,False,,,,,
Paolo Seganti,1965-05-20,1965-01-01T00:00:00+02:00,{Actor|Paolo_Seganti__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Paolo_Seganti__1},['actor'],True,False,False,,,,,
Pat Finn (actor),1965-07-31,1965-01-01T00:00:00+02:00,,,['actor'],True,False,False,,,,,
Pat McFadden (British politician),1965-03-26,1965-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Raghavendra Rajkumar,1965-08-15,1965-01-01T00:00:00+02:00,{Actor|Record producer|Raghavendra_Rajkumar__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Record_producer|http://dbpedia.org/resource/Raghavendra_Rajkumar__1},['actor'],True,False,False,,,,,
Rama Devi (Bihar politician),{1965-01-01T00:00:00+02:00|1965-07-07},1965-01-01T00:00:00+02:00,Rama_Devi_(Bihar_politician)__1,http://dbpedia.org/resource/Rama_Devi_(Bihar_politician)__1,['politician'],False,True,False,,,,,
Ramesh Babu,1965-10-13,1965-01-01T00:00:00+02:00,{Actor|Film producer|Ramesh_Babu__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_producer|http://dbpedia.org/resource/Ramesh_Babu__1},['actor'],True,False,False,,,,,
Rana Muhammad Akram Khan,1965-01-01T00:00:00+02:00,1965-01-01T00:00:00+02:00,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,False,,,,,
Ray Butler (politician),1965-12-30,1965-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Ray Stewart (athlete),1965-03-18,1965-01-01T00:00:00+02:00,,,['athlete'],False,False,True,,,,,
Raymond Arrieta,1965-03-26,1965-01-01T00:00:00+02:00,{Actor|Comedian|Raymond_Arrieta__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Comedian|http://dbpedia.org/resource/Raymond_Arrieta__1},['actor'],True,False,False,,,,,
Renuka Shahane,{1965-03-27|1966-10-07},{1965-01-01T00:00:00+02:00|1966-01-01T00:00:00+02:00},{Actor|Renuka_Shahane__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Renuka_Shahane__1},['actor'],True,False,False,,,,,
Rhoda Griffis,1965-01-09,1965-01-01T00:00:00+02:00,{Actor|Rhoda_Griffis__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Rhoda_Griffis__1},['actor'],True,False,False,,,,,
Peter Sagal,1965-01-31,1965-01-01T00:00:00+02:00,{Actor|Playwright|Screenwriter|Peter_Sagal__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Playwright|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Peter_Sagal__1},['actor'],True,False,False,,,,,
Petronella Barker (actress born 1965),1965-10-29,1965-01-01T00:00:00+02:00,{Actor|Petronella_Barker_(actress_born_1965)__1},"{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Petronella_Barker_(actress,_born_1965)__1}",['actor'],True,False,False,,,,,
Philip Claeys,1965-05-24,1965-01-01T00:00:00+02:00,{Politician|Philip_Claeys__1},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Philip_Claeys__1},['politician'],False,True,False,,,,,
Prakash Raj,1965-03-26,1965-01-01T00:00:00+02:00,{Actor|Film director|Television presenter|Film producer|Prakash_Raj__1|Prakash_Raj__2|Prakash_Raj__3|Prakash_Raj__4},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Television_presenter|http://dbpedia.org/resource/Film_producer|http://dbpedia.org/resource/Prakash_Raj__1|http://dbpedia.org/resource/Prakash_Raj__2|http://dbpedia.org/resource/Prakash_Raj__3|http://dbpedia.org/resource/Prakash_Raj__4},['actor'],True,False,False,,,,,
Alejandra Bogue,1965-01-01T00:00:00+02:00,1965-01-01T00:00:00+02:00,{Actor|Presenter|Alejandra_Bogue__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Presenter|http://dbpedia.org/resource/Alejandra_Bogue__1},['actor'],True,False,False,,,,,
Alex Winter,1965-07-17,1965-01-01T00:00:00+02:00,{Actor|Film director|Screenwriter|Alex_Winter__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Alex_Winter__1},['actor'],True,False,False,,,,,
Alexander Pechtold,1965-12-16,1965-01-01T00:00:00+02:00,{Auction|Politician},{http://dbpedia.org/resource/Auction|http://dbpedia.org/resource/Politician},['politician'],False,True,False,,,,,
Alexander Popov (biathlete),1965-02-22,1965-01-01T00:00:00+02:00,,,['athlete'],False,False,True,,,,,
Alexandra Lencastre,1965-09-26,1965-01-01T00:00:00+02:00,{Actor|Alexandra_Lencastre__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Alexandra_Lencastre__1},['actor'],True,False,False,,,,,
Richard Corcoran (politician),1965-03-16,1965-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Richard Lynch (Welsh actor),1965-01-01T00:00:00+02:00,1965-01-01T00:00:00+02:00,{Actor|Richard_Lynch_(Welsh_actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Richard_Lynch_(Welsh_actor)__1},['actor'],True,False,False,,,,,
Rick Roberts (actor),1965-11-13,1965-01-01T00:00:00+02:00,,,['actor'],True,False,False,,,,,
Rintarō Nishi,1965-07-15,1965-01-01T00:00:00+02:00,{Actor|Voice acting in Japan|Rintar%C5%8D_Nishi__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Voice_acting_in_Japan|http://dbpedia.org/resource/Rintar%C5%8D_Nishi__1},['actor'],True,False,False,,,,,
Robert Baldwin (actor),1965-01-01T00:00:00+02:00,1965-01-01T00:00:00+02:00,,,['actor'],True,False,False,,,,,
Robert Montague (Jamaican politician),1965-01-01T00:00:00+02:00,1965-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Robert Stone (athlete),1965-01-05,1965-01-01T00:00:00+02:00,,,['athlete'],False,False,True,,,,,
Sultan Islamov,1965-02-14,1965-01-01T00:00:00+02:00,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,False,,,,,
Tōru Nakamura (actor),{1965-09-05|1966-01-01T00:00:00+02:00},{1965-01-01T00:00:00+02:00|1966-01-01T00:00:00+02:00},{Actor|T%C5%8Dru_Nakamura_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/T%C5%8Dru_Nakamura_(actor)__1},['actor'],True,False,False,,,,,
Takaya Kuroda,{1965-01-01T00:00:00+02:00|1965-04-17},1965-01-01T00:00:00+02:00,{Actor|Voice acting in Japan|Takaya_Kuroda__1|Takaya_Kuroda__2},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Voice_acting_in_Japan|http://dbpedia.org/resource/Takaya_Kuroda__1|http://dbpedia.org/resource/Takaya_Kuroda__2},['actor'],True,False,False,,,,,
Tamara Šoletić,1965-10-21,1965-01-01T00:00:00+02:00,{Actor|Tamara_%C5%A0oleti%C4%87__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Tamara_%C5%A0oleti%C4%87__1},['actor'],True,False,False,,,,,
Tamio Okuda,1965-05-12,1965-01-01T00:00:00+02:00,{Actor|Record producer|Singing|Songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Record_producer|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Songwriter},"['actor', 'sing', 'songwriter']",True,False,False,,,,,
Tamiyo Kusakari,1965-05-10,1965-01-01T00:00:00+02:00,{Actor|Ballet dancer|Tamiyo_Kusakari__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ballet_dancer|http://dbpedia.org/resource/Tamiyo_Kusakari__1},['actor'],True,False,False,,,,,
Tammy Lynn Leppert,1965-02-05,1965-01-01T00:00:00+02:00,{Actor|Model (profession)|Tammy_Lynn_Leppert__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Tammy_Lynn_Leppert__1},['actor'],True,False,False,,,,,
Tarō Kimura (politician),1965-01-01T00:00:00+02:00,1965-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Tatsuya Nakamura,1965-01-04,1965-01-01T00:00:00+02:00,{Actor|Drummer|Musician},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Drummer|http://dbpedia.org/resource/Musician},"['actor', 'musician']",True,False,False,,,,,
Ted King (actor),1965-10-01,1965-01-01T00:00:00+02:00,,,['actor'],True,False,False,,,,,
Ted Raimi,1965-12-14,1965-01-01T00:00:00+02:00,{Actor|Ted_Raimi__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ted_Raimi__1},['actor'],True,False,False,,,,,
Danielle Spencer (American actress),1965-06-24,1965-01-01T00:00:00+02:00,{Actor|Veterinary physician|Danielle_Spencer_(American_actress)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Veterinary_physician|http://dbpedia.org/resource/Danielle_Spencer_(American_actress)__1},['actor'],True,False,False,,,,,
Danny O'Connor (politician),1965-01-01T00:00:00+02:00,1965-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Daryl Mitchell,{1965-07-16|1969-07-16},{1965-01-01T00:00:00+02:00|1969-01-01T00:00:00+02:00},{Actor|Daryl_Mitchell__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Daryl_Mitchell__1},['actor'],True,False,False,,,,,
David Anderson (athlete),1965-12-08,1965-01-01T00:00:00+02:00,,,['athlete'],False,False,True,,,,,
David Cubitt,1965-03-18,1965-01-01T00:00:00+02:00,{Actor|David_Cubitt__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/David_Cubitt__1},['actor'],True,False,False,,,,,
David Harewood,1965-12-08,1965-01-01T00:00:00+02:00,{Actor|David_Harewood__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/David_Harewood__1},['actor'],True,False,False,,,,,
David Hibbard (stage actor),1965-06-21,1965-01-01T00:00:00+02:00,,,['actor'],True,False,False,,,,,
David Holt (voice actor),1965-03-13,1965-01-01T00:00:00+02:00,David_Holt_(voice_actor)__1,http://dbpedia.org/resource/David_Holt_(voice_actor)__1,['actor'],True,False,False,,,,,
David McSweeney (politician),1965-01-01T00:00:00+02:00,1965-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
David Rath,1965-12-25,1965-01-01T00:00:00+02:00,{Physician|Politician},{http://dbpedia.org/resource/Physician|http://dbpedia.org/resource/Politician},['politician'],False,True,False,,,,,
David Stuart (actor),1965-11-19,1965-01-01T00:00:00+02:00,,,['actor'],True,False,False,,,,,
Daya Shankar Pandey,1965-11-19,1965-01-01T00:00:00+02:00,{Actor|Daya_Shankar_Pandey__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Daya_Shankar_Pandey__1},['actor'],True,False,False,,,,,
Deezer D,1965-01-01T00:00:00+02:00,1965-01-01T00:00:00+02:00,{Rapping|Actor|Motivational speaking|Deezer_D__1|Deezer_D__2|Deezer_D__3},{http://dbpedia.org/resource/Rapping|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Motivational_speaking|http://dbpedia.org/resource/Deezer_D__1|http://dbpedia.org/resource/Deezer_D__2|http://dbpedia.org/resource/Deezer_D__3},['actor'],True,False,False,,,,,
Mitsuru Fukikoshi,1965-02-17,1965-01-01T00:00:00+02:00,{Actor|Mitsuru_Fukikoshi__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Mitsuru_Fukikoshi__1},['actor'],True,False,False,,,,,
Mizuho Yoshida (actor),1965-09-12,1965-01-01T00:00:00+02:00,,,['actor'],True,False,False,,,,,
Mo Collins,1965-07-07,1965-01-01T00:00:00+02:00,{Actor|Comedian|Mo_Collins__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Comedian|http://dbpedia.org/resource/Mo_Collins__1},['actor'],True,False,False,,,,,
Mohan Kapoor,1965-10-27,1965-01-01T00:00:00+02:00,{Actor|Voice acting|Television presenter|Make-up artist|Mohan_Kapoor__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Voice_acting|http://dbpedia.org/resource/Television_presenter|http://dbpedia.org/resource/Make-up_artist|http://dbpedia.org/resource/Mohan_Kapoor__1},['actor'],True,False,False,,,,,
Monsour del Rosario,1965-05-11,1965-01-01T00:00:00+02:00,{Martial arts|Actor|Monsour_del_Rosario__1},{http://dbpedia.org/resource/Martial_arts|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Monsour_del_Rosario__1},['actor'],True,False,False,,,,,
Murad Qureshi,1965-05-27,1965-01-01T00:00:00+02:00,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,False,,,,,
Nancy Pimental,1965-05-31,1965-01-01T00:00:00+02:00,{Actor|Nancy_Pimental__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Nancy_Pimental__1},['actor'],True,False,False,,,,,
Nancy Valen,1965-12-16,1965-01-01T00:00:00+02:00,{Actor|Nancy_Valen__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Nancy_Valen__1},['actor'],True,False,False,,,,,
Ben Shockley,1965-02-03,1965-01-01T00:00:00+02:00,{Actor|Ben_Shockley__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ben_Shockley__1},['actor'],True,False,False,,,,,
Ben Wong,1965-10-20,1965-01-01T00:00:00+02:00,{Actor|Presenter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Presenter},['actor'],True,False,False,,,,,
Bernie Coulson,1965-01-01T00:00:00+02:00,1965-01-01T00:00:00+02:00,{Actor|Bernie_Coulson__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Bernie_Coulson__1},['actor'],True,False,False,,,,,
Bill Bellamy,1965-04-07,1965-01-01T00:00:00+02:00,{Actor|Bill_Bellamy__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Bill_Bellamy__1},['actor'],True,False,False,,,,,
Bill Green (Philadelphia politician),1965-03-29,1965-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Bill Oberst Jr.,1965-11-21,1965-01-01T00:00:00+02:00,{Actor|Bill_Oberst_Jr.__1|Bill_Oberst_Jr.__2|Bill_Oberst_Jr.__3},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Bill_Oberst_Jr.__1|http://dbpedia.org/resource/Bill_Oberst_Jr.__2|http://dbpedia.org/resource/Bill_Oberst_Jr.__3},['actor'],True,False,False,,,,,
Bob Ferguson (politician),1965-02-23,1965-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Bob Thomas (actor),1965-03-01,1965-01-01T00:00:00+02:00,,,['actor'],True,False,False,,,,,
Brad Armstrong (pornographic actor),1965-09-23,1965-01-01T00:00:00+02:00,,,['actor'],True,False,False,,,,,
Brad Green (politician),1965-01-29,1965-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Brad Savage,1965-12-09,1965-01-01T00:00:00+02:00,{Actor|Brad_Savage__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Brad_Savage__1},['actor'],True,False,False,,,,,
Brian Harvey (athlete),1965-10-03,1965-01-01T00:00:00+02:00,,,['athlete'],False,False,True,,,,,
Brian Marshall (athlete),1965-04-01,1965-01-01T00:00:00+02:00,,,['athlete'],False,False,True,,,,,
Brian McCann (actor),1965-08-16,1965-01-01T00:00:00+02:00,,,['actor'],True,False,False,,,,,
Brooke Shields,1965-05-31,1965-01-01T00:00:00+02:00,{Actor|Model (profession)|Brooke_Shields__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Brooke_Shields__1},['actor'],True,False,False,,,,,
Burr Steers,1965-10-08,1965-01-01T00:00:00+02:00,{Actor|Film director|Screenwriter|Burr_Steers__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Burr_Steers__1},['actor'],True,False,False,,,,,
Céline Bonnier,1965-08-31,1965-01-01T00:00:00+02:00,{Actor|C%C3%A9line_Bonnier__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/C%C3%A9line_Bonnier__1},['actor'],True,False,False,,,,,
Cady Huffman,1965-02-02,1965-01-01T00:00:00+02:00,{Actor|Cady_Huffman__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Cady_Huffman__1},['actor'],True,False,False,,,,,
Valery Meladze,1965-06-23,1965-01-01T00:00:00+02:00,{Actor|Record producer|Singer-songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Record_producer|http://dbpedia.org/resource/Singer-songwriter},"['actor', 'sing', 'songwriter']",True,False,False,,,,,
Vishwajeet Pradhan,1965-09-11,1965-01-01T00:00:00+02:00,{Actor|Vishwajeet_Pradhan__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Vishwajeet_Pradhan__1},['actor'],True,False,False,,,,,
Jean-Pierre Barda,{1965-03-07|1967-03-07},1965-01-01T00:00:00+02:00,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,False,,,,,
Jeanette Jurado,{1965-11-14|1966-11-14},1965-01-01T00:00:00+02:00,{Actor|Singing|Songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Songwriter},"['actor', 'sing', 'songwriter']",True,False,False,,,,,
Jeff Schultz (actor),1965-04-15,1965-01-01T00:00:00+02:00,,,['actor'],True,False,False,,,,,
Jeff Williams (athlete),1965-12-31,1965-01-01T00:00:00+02:00,,,['athlete'],False,False,True,,,,,
Jeffrey Wright (actor),1965-12-07,1965-01-01T00:00:00+02:00,Jeffrey_Wright_(actor)__1,http://dbpedia.org/resource/Jeffrey_Wright_(actor)__1,['actor'],True,False,False,,,,,
Jenny Wilson (politician),1965-11-01,1965-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Jeon In-hwa,1965-10-27,1965-01-01T00:00:00+02:00,{Actor|Jeon_In-hwa__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jeon_In-hwa__1},['actor'],True,False,False,,,,,
Jesse Jackson Jr.,1965-03-11,1965-01-01T00:00:00+02:00,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,False,,,,,
Jessica Steen,1965-12-19,1965-01-01T00:00:00+02:00,{Actor|Jessica_Steen__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jessica_Steen__1},['actor'],True,False,False,,,,,
Jim Holt (Arkansas politician),1965-01-17,1965-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Jim Watson (Illinois politician),1965-07-30,1965-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Jim Zulevic,1965-02-20,1965-01-01T00:00:00+02:00,{Improvisational theatre|Actor|Writer|Radio personality|Jim_Zulevic__1},{http://dbpedia.org/resource/Improvisational_theatre|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Writer|http://dbpedia.org/resource/Radio_personality|http://dbpedia.org/resource/Jim_Zulevic__1},['actor'],True,False,False,2006-01-07,,,,
Allison Hossack,1965-01-26,1965-01-01T00:00:00+02:00,{Actor|Allison_Hossack__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Allison_Hossack__1},['actor'],True,False,False,,,,,
Amit Behl,1965-10-30,1965-01-01T00:00:00+02:00,{Actor|Amit_Behl__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Amit_Behl__1},['actor'],True,False,False,,,,,
Amparo Noguera,1965-03-06,1965-01-01T00:00:00+02:00,{Actor|Theatre director|Amparo_Noguera__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Theatre_director|http://dbpedia.org/resource/Amparo_Noguera__1},['actor'],True,False,False,,,,,
Andrés Guðmundsson,1965-04-17,1965-01-01T00:00:00+02:00,{Strongman (strength athlete)|Andr%C3%A9s_Gu%C3%B0mundsson__1},{http://dbpedia.org/resource/Strongman_(strength_athlete)|http://dbpedia.org/resource/Andr%C3%A9s_Gu%C3%B0mundsson__1},['athlete'],False,False,True,,,,,
Andrei Nazarov (athlete),1965-01-09,1965-01-01T00:00:00+02:00,,,['athlete'],False,False,True,,,,,
Andrew Grainger,1965-01-01T00:00:00+02:00,1965-01-01T00:00:00+02:00,{Actor|Andrew_Grainger__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Andrew_Grainger__1},['actor'],True,False,False,,,,,
